DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
ECU;IPI;182781;5894594;11126246237
ECU;IPI;2424;117343;221680875
ECU;IPI;5065;170208;320612299
ECU;IPI;10332626;30960051;58618696597
ECU;IPI;1689607;3698216;6989535465
ECU;IPI;2003235;11218895;21230724088
ECU;IPI;3432;3476;660904836
ECU;IPI;991986;668969;1265846584
ECU;IPI;1150234;3711307;7013696956
ECU;IPI;41870;18498965;34896126667
ECU;IPI;696369;2384728;4491444409
ECU;IPI;51800;47026;892979894
ECU;IPI;66500;15162;2855034924
ECU;IPI;117170;14079956;26566019518
ECU;IPI;7200;1106291;2082276812
ECU;IPI;35920;6773466;127494115
ECU;IPI;187510;47947248;90304920493
ECU;IPI;19130;763862;14387380385
ECU;IPI;2000;289095;54410859
ECU;IPI;265679;2680846;505245819
ECU;IPI;48128;10857;204847705
ECU;IPI;842341;4201524;7917500547
ECU;IPI;5000495;23159436;43783386893
ECU;IPI;505434;3800559;7161458634
ECU;IPI;1124275;4991361;9421362199
ECU;IPI;6771;296478;558917361
ECU;IPI;2208;55338;104410632
ECU;IPI;66078;297256;5603716261
ECU;IPI;3718731;12827765;24212592162
ECU;IPI;6;63048;11910839
ECU;IPI;3340127;20066777;37792802038
ECU;IPI;29700;35046;663560327
ECU;IPI;3600;46587;877527986
ECU;IPI;36828;1490112;2804319642
ECU;IPI;950;22198;418787738
ECU;IPI;537923;1835344;3455377892
ECU;IPI;3066036;13212063;24849151089
ECU;IPI;403679;1407489;2661170656
ECU;IPI;221254;466722;877194665
ECU;IPI;316177;47772;900487868
ECU;IPI;315703;523567;984033705
ECU;IPI;48256;92557;174467168
ECU;IPI;39293;7982;150458305
ECU;IPI;2896092;5871517;11055144582
ECU;IPI;48845;98939;186497047
ECU;IPI;201547;388942;733144002
ECU;IPI;916248;1722466;3246796736
ECU;IPI;180396;272354;513379119
ECU;IPI;46396;832236;1566106878
ECU;IPI;257777;632658;1189068058
ECU;IPI;1207254;2658919;4997385082
ECU;IPI;1224557;2939999;5525669321
ECU;IPI;613514;13397778;2531396857
ECU;IPI;16620705;27792948;52380019165
ECU;IPI;832878;2022161;3800611156
ECU;IPI;147226;295758;558140139
ECU;IPI;607203;11319996;21321560028
ECU;IPI;932079;1545637;2904993829
ECU;IPI;4908205;15325008;290220404
ECU;IPI;159288;337317;638898637
ECU;IPI;496786;919503;1728187498
ECU;IPI;12175;346385;6524681053
ECU;IPI;21915;226794;426254787
ECU;IPI;2719801;1224203;2300865054
ECU;IPI;5688;6140364;11565968762
ECU;IPI;470;361612;680972562
ECU;IPI;2335;13097827;24802485865
ECU;IPI;368;554727;1050686222
ECU;IPI;395;71857;135256041
ECU;IPI;3820;8997281;16951417241
ECU;IPI;451;365568;689746391
ECU;IPI;66;1576;297356528
ECU;IPI;165;42188;794674262
ECU;IPI;2630;1351846;2541308258
ECU;IPI;1163;164486;3103488951
ECU;IPI;325900;1347547;253654162
ECU;IPI;38464;4609293;868418457
ECU;IPI;600;19626;369765616
ECU;IPI;1141;63807;1202162164
ECU;IPI;9385;1018388;1918704095
ECU;IPI;154;1540;29014524
ECU;IPI;6830;3191084;6008996532
ECU;IPI;1684654;11276542;2126967198
ECU;IPI;16122;317749;5990172373
ECU;IPI;15696;1656908;3123313752
ECU;IPI;100917;379449;715936784
ECU;IPI;87039;440046;830269992
ECU;IPI;458092;4523014;8533932355
ECU;IPI;1143873;279115;526057008
ECU;IPI;1532;522695;982603877
ECU;IPI;844992;11302619;21275050958
ECU;IPI;64705;1095898;2065734853
ECU;IPI;108;2761944;5209107948
ECU;IPI;5360;50680;95406004
ECU;IPI;1536;10303942;19437432287
ECU;IPI;41953;24408126;45947242522
ECU;IPI;1200;1560;2938494
ECU;IPI;273;30516;574814634
ECU;IPI;240000;6408;120788878
ECU;IPI;1795466;6909739;1300447483
ECU;IPI;87;2289948;4320113219
ECU;IPI;5;15093;284629831
ECU;IPI;4;102052;192453744
ECU;IPI;1500;12000;22725240
ECU;IPI;96;2041029;3836889597
ECU;IPI;20;451366;848513916
ECU;IPI;3700;2451776;4623657251
ECU;IPI;73;50395;949290615
ECU;IPI;4;4430;8344791
ECU;IPI;11196;1008189;19005158908
ECU;IPI;20;1638643;3095675196
ECU;IPI;1050;15519;2917385772
ECU;IPI;538;307685;579697001
ECU;IPI;124;11284;21259733
ECU;IPI;6180;246732;4651416621
ECU;IPI;4410242;28015254;52829442407
ECU;IPI;100;509;96037102
ECU;IPI;100;456;86037168
ECU;IPI;54675;2919788;551239837
ECU;IPI;384;327552;618545452
ECU;IPI;981;175353;330852533
ECU;IPI;6917;3484049;6563399662
ECU;IPI;1457328;5158832;9713386354
ECU;IPI;1200;6600;12428724
ECU;IPI;3540376;19282502;3632408614
ECU;IPI;589011;5571538;10484504691
ECU;IPI;60;882;16609295
ECU;IPI;20;44;8285816
ECU;IPI;5504;3053128;5758324035
ECU;IPI;15723138;43701742;82295889741
ECU;IPI;31106401;80644743;15192754095
ECU;IPI;8025;14187;2668447017
ECU;IPI;81533;1330975;251950836
ECU;IPI;36;8622;162083254
ECU;IPI;237248;40249189;75880463071
ECU;IPI;350;14005;263421446
ECU;IPI;2832;704;132573056
ECU;IPI;59248;145476;2739516746
ECU;IPI;125928;503712;948745766
ECU;IPI;23328;104976;1978545658
ECU;IPI;80;3392;63999578
ECU;IPI;35682;835768;157956511
ECU;IPI;7362;6753653;12719398469
ECU;IPI;28500;10787;203194719
ECU;IPI;340000;10880;2047363584
ECU;IPI;66000;14454;2717178552
ECU;IPI;198000;38610;728485758
ECU;IPI;1000;920;17315412
ECU;IPI;28500;663765;1251177112
ECU;IPI;136000;13056;2466500352
ECU;IPI;61;18093;340882976
ECU;IPI;3819;3630;68328942
ECU;IPI;125;1530;28799802
ECU;IPI;1050;5670;106728678
ECU;IPI;100;15673;29571503
ECU;IPI;500;112827;212879727
ECU;IPI;4000;11000;20690010
ECU;IPI;20631;11489;217608553
ECU;IPI;15000;8850;166819845
ECU;IPI;276000;93105;17517259035
ECU;IPI;800;6854;1291334724
ECU;IPI;4000;34920;657592488
ECU;IPI;16;29238;55086146
ECU;IPI;15736;1246234;2342770372
ECU;IPI;585;90379;17018005
ECU;IPI;606;162268;305280208
ECU;IPI;7481;530403;997093992
ECU;IPI;251328;251692;474851738
ECU;IPI;402783;1710455;3219984165
ECU;IPI;1048;899699;1694534398
ECU;IPI;332283;220569;4158666003
ECU;IPI;183998;1598306;3013618764
ECU;IPI;1377326;6923997;13038536234
ECU;IPI;17764;786292;14789326205
ECU;IPI;607;206535;389070996
ECU;IPI;134;519;9768151
ECU;IPI;61655;20579;387661157
ECU;IPI;9;1007;18972484
ECU;IPI;61;88272;166459365
ECU;IPI;35238;142842;268995133
ECU;IPI;127328;368726;694326648
ECU;IPI;100;628;118056464
ECU;IPI;7470;3682935;6923801926
ECU;IPI;5263;3422197;644762448
ECU;IPI;85;11465;216319327
ECU;IPI;163096;2278515;4304304331
ECU;IPI;11513;531846;1002328579
ECU;IPI;7943;36926;6940094
ECU;IPI;12305;750816;1414274558
ECU;IPI;720;4794;902777316
ECU;IPI;21063;432593;819025251
ECU;IPI;4713;9504;179022096
ECU;IPI;2040271;62656;11814995583
ECU;IPI;93499;334368;638071111
ECU;IPI;3426;1461242;27488564
ECU;IPI;7072299;12837185;24221886407
ECU;IPI;231322;1631556;306644424
ECU;IPI;994215;4785218;905390307
ECU;IPI;137697;1158773;2193797216
ECU;IPI;3159;2835;541000215
ECU;IPI;30842;343552;647148902
ECU;IPI;30054;2534012;4769497765
ECU;IPI;177783;972856;1838017311
ECU;IPI;14556;277134;527683524
ECU;IPI;60642;217519;411930957
ECU;IPI;1584;88842;168246314
ECU;IPI;5668;416308;7848208359
ECU;IPI;5887;462392;871612742
ECU;IPI;430;19766;372063324
ECU;IPI;1000;2471;468022226
ECU;IPI;19;512;9636403
ECU;IPI;500;730;13826638
ECU;IPI;360;19224;362191694
ECU;IPI;24;21054;39653525
ECU;IPI;540;6588;124780673
ECU;IPI;2659;259952;491966398
ECU;IPI;1145;571547;1076828841
ECU;IPI;5000;7853;1483565201
ECU;IPI;19925;432567;819307852
ECU;IPI;5000;8250;15535905
ECU;IPI;60;72142;135985506
ECU;IPI;700;1128;213649968
ECU;IPI;4385;36268;684297371
ECU;IPI;12500;18440;347588468
ECU;IPI;60;36714;69147882
ECU;IPI;12000;11040;208047696
ECU;IPI;185;61427;115449589
ECU;IPI;1552;1325222;2500402365
ECU;IPI;4362;930054;1757755557
ECU;IPI;866;1230;23207394
ECU;IPI;1061998;5153253;9698989004
ECU;IPI;1472;453;85471134
ECU;IPI;8000;28850;54355131
ECU;IPI;3080;123629;234160744
ECU;IPI;18400;19636;369147452
ECU;IPI;74880;32736;6167658816
ECU;IPI;7200;6624;1254625344
ECU;IPI;9950;20338;382830309
ECU;IPI;47297;40325;759881369
ECU;IPI;5760;1708526;3218418795
ECU;IPI;29760;95232;1817302733
ECU;IPI;9987;288698;543924354
ECU;IPI;44800;603568;1142676986
ECU;IPI;30000;2100;4007409
ECU;IPI;3060;3544;67125486
ECU;IPI;25343;430423;815246987
ECU;IPI;5054;955206;1798022462
ECU;IPI;1608;212256;400280855
ECU;IPI;3243;162567;305923056
ECU;IPI;7600;33364;6295052792
ECU;IPI;4444;6666;1254767844
ECU;IPI;6090;109872;2068164605
ECU;IPI;2044;1720716;3244995061
ECU;IPI;2063;244116;4605284932
ECU;IPI;1452;217992;409798801
ECU;IPI;3255;20832;391529107
ECU;IPI;450;3575;67452385
ECU;IPI;1456;303;57169434
ECU;IPI;6800;496515;940285212
ECU;IPI;1700;850;1603763
ECU;IPI;360;792;14885482
ECU;IPI;2400;7200;13560624
ECU;IPI;899;578063;10904244332
ECU;IPI;400000;17120;323016736
ECU;IPI;96670;778864;1470658539
ECU;IPI;200000;24000;45340080
ECU;IPI;36755;60008;1132218942
ECU;IPI;350;22050;41451354
ECU;IPI;410;2250;42609825
ECU;IPI;108;45792;86508873
ECU;IPI;368;165926;3128131854
ECU;IPI;302209;15764215;29853797441
ECU;IPI;4272;1105022;2087574412
ECU;IPI;54;8800;16564592
ECU;IPI;5500;35822;6758823316
ECU;IPI;18;4548;85768003
ECU;IPI;87;85104;160418487
ECU;IPI;46;6976;131556198
ECU;IPI;8240;2472;464607456
ECU;IPI;3;168;31619448
ECU;IPI;68336;10865424;20428768911
ECU;IPI;443472;129654;2440230899
ECU;IPI;420;1540;28984494
ECU;IPI;5549978;15037791;28325450295
ECU;IPI;1125;407625;770222479
ECU;IPI;6660124;20038076;37810528564
ECU;IPI;24934;169692;322208119
ECU;IPI;1865225;5963395;11263633705
ECU;IPI;8442;3790919;7146602589
ECU;IPI;1566;1848804;3488286411
ECU;IPI;30;11037;207898451
ECU;IPI;7000;16100;30723469
ECU;IPI;1323195;2778712;5229841642
ECU;IPI;36244;857786;1624449393
ECU;IPI;46352;1636805;3076342261
ECU;IPI;2390488;46254541;87414015253
ECU;IPI;235277;4638324;8760919687
ECU;IPI;16000;24360;460201812
ECU;IPI;284292;6263111;11848199959
ECU;IPI;645;184467;349391566
ECU;IPI;5596;5495;103478543
ECU;IPI;88460;2775825;5239052348
ECU;IPI;5551;25689;486490575
ECU;IPI;117544;837411;1585863829
ECU;IPI;8295;302175;569191939
ECU;IPI;69972;32487;611941376
ECU;IPI;1600;43457;821980794
ECU;IPI;98333;3086498;5820911163
ECU;IPI;463;748149;1406131083
ECU;IPI;27716;808906;1523695787
ECU;IPI;15023;377969;714285771
ECU;IPI;422;1545;29102393
ECU;IPI;45;1129455;2129237271
ECU;IPI;5;25789;48588023
ECU;IPI;29;180606;340476625
ECU;IPI;213;6787;12853017
ECU;IPI;106;32616;61347761
ECU;IPI;127;106164;199942027
ECU;IPI;639;453749;852812171
ECU;IPI;12;4434;83618146
ECU;IPI;32;31456;59210887
ECU;IPI;102;6672;125589725
ECU;IPI;110;179812;338940225
ECU;IPI;43;2756;5197375
ECU;IPI;48;34144;64270617
ECU;IPI;41;2128;40130675
ECU;IPI;53;89041;167386395
ECU;IPI;65;163826;307973221
ECU;IPI;1826;50940;957610872
ECU;IPI;93;229449;431901031
ECU;IPI;45;3729;70100725
ECU;IPI;167;1107922;2082760409
ECU;IPI;121;824717;1552397798
ECU;IPI;119;51224;962949731
ECU;IPI;63;51084;96157457
ECU;IPI;43;22661;42599961
ECU;IPI;52;10458;19659785
ECU;IPI;118;240868;453395471
ECU;IPI;43;25308;47576003
ECU;IPI;40;775;1461526
ECU;IPI;86;76056;143363279
ECU;IPI;47;798;150490032
ECU;IPI;100;72696;136963626
ECU;IPI;47;5938;111981179
ECU;IPI;41;234;44108298
ECU;IPI;84;48196;908899446
ECU;IPI;57;96452;181809126
ECU;IPI;43;408;76942272
ECU;IPI;51;12464;235051098
ECU;IPI;41;115;2168716
ECU;IPI;41;116;21875744
ECU;IPI;47;6146;115903726
ECU;IPI;102;51244;96637985
ECU;IPI;48;87777;165457012
ECU;IPI;43;392;73924928
ECU;IPI;42;2364;44581258
ECU;IPI;46;720;13578048
ECU;IPI;44;531;100138104
ECU;IPI;124;69054;1302247954
ECU;IPI;252;98466;185605456
ECU;IPI;592;5393706;10166973999
ECU;IPI;41;128;24138752
ECU;IPI;351;1394952;2628173265
ECU;IPI;62;18076;340884438
ECU;IPI;43;424;79959616
ECU;IPI;51;12988;244932899
ECU;IPI;119;8672;1635400448
ECU;IPI;63;25248;476136883
ECU;IPI;43;41496;78218715
ECU;IPI;42;228;42997152
ECU;IPI;66;21396;403494326
ECU;IPI;104;21031;396428041
ECU;IPI;186;2021698;3810840079
ECU;IPI;162;134087;2528666281
ECU;IPI;1825;37580;706301068
ECU;IPI;68;3146;593285264
ECU;IPI;60;22583;425879247
ECU;IPI;97;47042;887136853
ECU;IPI;91;111694;210539839
ECU;IPI;50;1096;206688064
ECU;IPI;196;1417806;2671231572
ECU;IPI;40;801;15105578
ECU;IPI;120;52662;9926629
ECU;IPI;118;85479;1611997174
ECU;IPI;63;19268;363363651
ECU;IPI;68;31263;589570159
ECU;IPI;41;25536;48134594
ECU;IPI;52;110952;208576446
ECU;IPI;61;2348;442795232
ECU;IPI;50;12015;226583676
ECU;IPI;346;2656563;4994019652
ECU;IPI;724;4998817;9409473192
ECU;IPI;257;1401433;2634525868
ECU;IPI;136;3696;696112032
ECU;IPI;40;78;14709552
ECU;IPI;40;48;9052032
ECU;IPI;44;28754;54200427
ECU;IPI;182;22728;428857028
ECU;IPI;408;25914;487152103
ECU;IPI;3258;129627;2441718986
ECU;IPI;2000;700;1318198
ECU;IPI;203500;248220;4678622551
ECU;IPI;91;12095;227827468
ECU;IPI;869;133507;2518983375
ECU;IPI;520;10400;19587568
ECU;IPI;728;22750;429786175
ECU;IPI;728;22750;429786175
ECU;IPI;17;1887;35603539
ECU;IPI;20;580;10937872
ECU;IPI;184;18032;34022417
ECU;IPI;21;29682;5594968
ECU;IPI;1700;2380;44905364
ECU;IPI;448571;230525;4356807238
ECU;IPI;2836;788408;1490877204
ECU;IPI;72;521;99421909
ECU;IPI;6867;52272;987506942
ECU;IPI;1744;1047;196781556
ECU;IPI;292025;137383;25910211576
ECU;IPI;7596;6832;128585755
ECU;IPI;4323;942;177734676
ECU;IPI;1160;474056;892334571
ECU;IPI;972895;2923446;5506749058
ECU;IPI;33709;4019;758296882
ECU;IPI;6907;802;151319756
ECU;IPI;1101;8841;1668102198
ECU;IPI;41695;1364855;2570909121
ECU;IPI;4143;395;7452781
ECU;IPI;977;163;30754514
ECU;IPI;27382;1780;33584684
ECU;IPI;4625;272535;513360553
ECU;IPI;1;342;64368162
ECU;IPI;200;71658;13478224878
ECU;IPI;272;69632;131380265
ECU;IPI;2020;167725;3156769
ECU;IPI;23200;5609;105442469
ECU;IPI;2040;743222;1407707061
ECU;IPI;68343;304601;5724853955
ECU;IPI;1680;10080;190921248
ECU;IPI;265;20491;38811183
ECU;IPI;3118;3440;64653424
ECU;IPI;7;495;93164445
ECU;IPI;24;51;9604521
ECU;IPI;14;2575;48612045
ECU;IPI;298;894;169328964
ECU;IPI;144;2106;3964208
ECU;IPI;1500;2760;52075128
ECU;IPI;70618;959926;1811169178
ECU;IPI;100;230;4339594
ECU;IPI;800;2876;542637928
ECU;IPI;1850;49695;937635321
ECU;IPI;20;396;74540664
ECU;IPI;609;19445;36635547
ECU;IPI;834;390902;736322552
ECU;IPI;1268;304821;574927483
ECU;IPI;45265;1687993;3187083189
ECU;IPI;61522;2050905;3874297404
ECU;IPI;5851;187652;353547627
ECU;IPI;8208;39576;743823005
ECU;IPI;21378;1006767;1899590414
ECU;IPI;2713;98596;1853486485
ECU;IPI;260636;15000;28624350
ECU;IPI;7947;255681;481928694
ECU;IPI;32319;601474;1133213104
ECU;IPI;5000;450;845766
ECU;IPI;6587;3440523;6480741149
ECU;IPI;1360;16688;314343512
ECU;IPI;54;2468142;4674809037
ECU;IPI;810;1210303;22923865
ECU;IPI;30;564;106824984
ECU;IPI;4;4550;8568287
ECU;IPI;510;38477;72877747
ECU;IPI;50;594135;1116902504
ECU;IPI;160;1120145;2105738183
ECU;IPI;30;32763;615905084
ECU;IPI;600;95041;179232119
ECU;IPI;308;1637864;3125519493
ECU;IPI;80;44656;841752203
ECU;IPI;275;208026;391848175
ECU;IPI;648;4091968;775043291
ECU;IPI;2685;10179021;19260074285
ECU;IPI;114;64052;121318331
ECU;IPI;43275;1107913;20888495019
ECU;IPI;3;76185;143218658
ECU;IPI;112;729706;1372025702
ECU;IPI;4000;7600;14305784
ECU;IPI;800;1096;207053032
ECU;IPI;7200;3888;730897344
ECU;IPI;61899;997895;1892546141
ECU;IPI;92966;1026961;1936489813
ECU;IPI;9158;662783;125123568
ECU;IPI;25391;1526485;2884598159
ECU;IPI;10;3365;63398619
ECU;IPI;247;41323;77682281
ECU;IPI;1969;578016;1091970487
ECU;IPI;175075;326088;616035666
ECU;IPI;5000;1834063;3447818352
ECU;IPI;15900;4683631;8802790792
ECU;IPI;8550;807943;15221138466
ECU;IPI;95256;2027;382083419
ECU;IPI;4;1026;1933046
ECU;IPI;260000;40300;75759164
ECU;IPI;200;496;93945376
ECU;IPI;20;696;13182658
ECU;IPI;50;232943;43781171
ECU;IPI;24;5433;10236098
ECU;IPI;100;280;5303368
ECU;IPI;175;5686;10712765
ECU;IPI;500;3000;5682180
ECU;IPI;3000;257591;484137133
ECU;IPI;4000;719455;1352201283
ECU;IPI;6000;725182;1362965065
ECU;IPI;200;400;757624
ECU;IPI;700;2410;45646846
ECU;IPI;217;7595;143853857
ECU;IPI;500;1250;2367575
ECU;IPI;100;1280;24243968
ECU;IPI;100;320;6060992
ECU;IPI;500;2750;5169670
ECU;IPI;60;210;3977526
ECU;IPI;130000;46150;867848762
ECU;IPI;66;90535;170573372
ECU;IPI;320;183367;345408418
ECU;IPI;262;391229;74045425
ECU;IPI;200;1320;24881604
ECU;IPI;1246;202973;381564883
ECU;IPI;25;22325;42602574
ECU;IPI;3634;638804;1207436778
ECU;IPI;68628;69339;1307019348
ECU;IPI;3449;160822;302491708
ECU;IPI;21238;305532;574235173
ECU;IPI;882;512;96725504
ECU;IPI;1728;410271;772671294
ECU;IPI;1616;84096;158396473
ECU;IPI;40;336;6364042
ECU;IPI;880;45408;857328015
ECU;IPI;32621;6325;119799295
ECU;IPI;150;3975;74766173
ECU;IPI;20;5975;11257259
ECU;IPI;44;66;12500796
ECU;IPI;1000;18360;347696172
ECU;IPI;40;104;19698224
ECU;IPI;560;1482;279122844
ECU;IPI;200;220;4166932
ECU;IPI;12;87528;164542137
ECU;IPI;720;29672;562005483
ECU;IPI;58;1354;258382466
ECU;IPI;700;1940;36744764
ECU;IPI;73;27117;51090055
ECU;IPI;5;90;1695654
ECU;IPI;684;52236;9855784
ECU;IPI;3396;158355;297851503
ECU;IPI;2312;30361;571894977
ECU;IPI;192;36252;68399549
ECU;IPI;800;86465;163414527
ECU;IPI;40;240595;452188679
ECU;IPI;30;1323;2492611
ECU;IPI;200;58;10900984
ECU;IPI;400;520;9811256
ECU;IPI;1440;26155;492516628
ECU;IPI;1792041;6362708;1198298225
ECU;IPI;10;192;36226176
ECU;IPI;170;168525;3179696
ECU;IPI;3250;185042;349720128
ECU;IPI;2252;1050;19749555
ECU;IPI;76;147348;278480353
ECU;IPI;27700;4432;836220896
ECU;IPI;1243;57972;109040115
ECU;IPI;1085;192629;362924594
ECU;IPI;35;5433;1028885241
ECU;IPI;111;53617;1007720792
ECU;IPI;18500;535898;1007209573
ECU;IPI;37920;64443;121299423
ECU;IPI;284;250428;472502542
ECU;IPI;95;1980;37304388
ECU;IPI;9800;2642041;4969441337
ECU;IPI;1407;21744;41026144
ECU;IPI;7574;330;6236835
ECU;IPI;2381;110;2067428
ECU;IPI;59;7375;139686925
ECU;IPI;1000;19000;35987140
ECU;IPI;34;54;10163394
ECU;IPI;388695;188864;356943517
ECU;IPI;10;1263;23830031
ECU;IPI;800;4123;778904791
ECU;IPI;135;32939;623884423
ECU;IPI;6;18798;3560454
ECU;IPI;36;23004;43403487
ECU;IPI;2;320;6060992
ECU;IPI;1;300;566751
ECU;IPI;208;211659;39811153
ECU;IPI;1;13943;26225528
ECU;IPI;320;300;564891
ECU;IPI;154;6149;116018102
ECU;IPI;1;2138;403006586
ECU;IPI;210;5250;9889425
ECU;IPI;1500;9150;172494885
ECU;IPI;1000;6000;11311140
ECU;IPI;1;3350;6310395
ECU;IPI;65;84965;160928808
ECU;IPI;4;48116;90784306
ECU;IPI;133;849682;1603163004
ECU;IPI;93;131439;247996476
ECU;IPI;50;1424;26867747
ECU;IPI;24;138;26037564
ECU;IPI;114;27578;52033619
ECU;IPI;151;73553;138778329
ECU;IPI;152;120924;228156985
ECU;IPI;727;308113;581341446
ECU;IPI;300;76744;145042323
ECU;IPI;6;2610;49149954
ECU;IPI;96;23637;44523835
ECU;IPI;400;44204;8354335
ECU;IPI;1463;16159;305397021
ECU;IPI;200;4093;77355654
ECU;IPI;11;187742;354227851
ECU;IPI;30;2466;46527995
ECU;IPI;75362;1461486;2752339093
ECU;IPI;112176;4036808;7588714623
ECU;IPI;8000;2225104;4187890489
ECU;IPI;18640;57598;10825428904
ECU;IPI;900;6894;1295713512
ECU;IPI;9765;4739088;8907021114
ECU;IPI;250084;4148646;7916819675
ECU;IPI;66250;15006;2826909615
ECU;IPI;58180;6961325;13110650721
ECU;IPI;470;4719;88891803
ECU;IPI;59360;12233419;23061247313
ECU;IPI;32160;540934;10219162848
ECU;IPI;80654;1239331;233377859
ECU;IPI;19862;1590782;2993055288
ECU;IPI;216376;1655583;3120724287
ECU;IPI;36976;4457832;842160248
ECU;IPI;120;6876;129899329
ECU;IPI;1155;230061;434624339
ECU;IPI;10655;844845;1596055829
ECU;IPI;110;129206;2434318564
ECU;IPI;4680;52818;9934590438
ECU;IPI;30;15753;296795972
ECU;IPI;284544;1402473;2635891905
ECU;IPI;526884;1371576;2577822229
ECU;IPI;26892;75816;1424931394
ECU;IPI;2850;51015;962540817
ECU;IPI;24;5748;108242887
ECU;IPI;37104;6765725;12740807376
ECU;IPI;4833;2270839;4284573608
ECU;IPI;500;2915;54999637
ECU;IPI;30000;3888;741943152
ECU;IPI;198;108504;204358604
ECU;IPI;863;2277;428854734
ECU;IPI;250;13405;252680229
ECU;IPI;187583;6293538;11846516105
ECU;IPI;1860;18300;34494951
ECU;IPI;134;114109;214671272
ECU;IPI;9544;4579014;8619044595
ECU;IPI;190;13832;260365269
ECU;IPI;9350;25432;4798458896
ECU;IPI;2400;531714;1000744237
ECU;IPI;6050;1207261;2272198001
ECU;IPI;13129;2873452;5430680607
ECU;IPI;8700;17748;333823907
ECU;IPI;295;170;3202902
ECU;IPI;468;310032;5859449784
ECU;IPI;200;23000;43237240
ECU;IPI;278056;75830;1432557611
ECU;IPI;14861;2362899;4441021413
ECU;IPI;3346;4050923;7635868327
ECU;IPI;290715;618724;1162879384
ECU;IPI;86953;1868096;3530608035
ECU;IPI;55324;12407929;23450365414
ECU;IPI;367792;758571;1426022451
ECU;IPI;539696;843275;1585255807
ECU;IPI;14400;3570;67471215
ECU;IPI;82051;1892654;3577021427
ECU;IPI;111004;279131;5246211319
ECU;IPI;815;2159347;4059313238
ECU;IPI;15;855666;16085494
ECU;IPI;53;7716;14502068
ECU;IPI;1196;1894992;3562357561
ECU;IPI;47400;58471;11050726645
ECU;IPI;120;4050;7613514
ECU;IPI;252;8334;1566691992
ECU;IPI;3158;2274506;4284373227
ECU;IPI;428;66312;1249085988
ECU;IPI;210;393;74043558
ECU;IPI;20;65;1224639
ECU;IPI;1775;324575;611518775
ECU;IPI;600;1788;337032636
ECU;IPI;60;258;48585012
ECU;IPI;2268;1951;3677576
ECU;IPI;10;1246;23486726
ECU;IPI;80;408;76906776
ECU;IPI;2800;36547;6888999859
ECU;IPI;133812;241156;454571825
ECU;IPI;2660;6916;1303645252
ECU;IPI;362;378652;71374766
ECU;IPI;1080;5670;106877799
ECU;IPI;1750;50575;953323578
ECU;IPI;100;672;126669984
ECU;IPI;1260;72198;1360910641
ECU;IPI;900;3375;636177375
ECU;IPI;210;67525;127089478
ECU;IPI;1200;117057;22031415
ECU;IPI;2043;25129;47367411
ECU;IPI;766;434659;819319175
ECU;IPI;4400;592008;1114224177
ECU;IPI;635;67691;127595504
ECU;IPI;143628;100207;1888871888
ECU;IPI;2200;6116;1152847652
ECU;IPI;2576;1972323;3717769685
ECU;IPI;191;69008;13007801
ECU;IPI;225;25425;479253623
ECU;IPI;20412;7185;135435095
ECU;IPI;4764;273882;516259354
ECU;IPI;10;192;36140928
ECU;IPI;171000;27360;515008224
ECU;IPI;110;303221;569897805
ECU;IPI;5600;5121;964617165
ECU;IPI;618;2005;37975903
ECU;IPI;612;206005;387724071
ECU;IPI;648;432;815089
ECU;IPI;29;1;188365
ECU;IPI;312;3984;7516932
ECU;IPI;8000;40;757624
ECU;IPI;47;22429;42318589
ECU;IPI;37;555;1045298
ECU;IPI;36;36;6767568
ECU;IPI;33;132;24905496
ECU;IPI;145;6323;11929822
ECU;IPI;20;396;746088
ECU;IPI;18;126;237734
ECU;IPI;9673;164204;309816823
ECU;IPI;5;105;198112
ECU;IPI;196;105521;199094913
ECU;IPI;23;6923;13062178
ECU;IPI;20;54;10188612
ECU;IPI;13;44;830183
ECU;IPI;12;1848;3486769
ECU;IPI;25;93505;17625066
ECU;IPI;27;1432;2699669
ECU;IPI;18;22658;42689031
ECU;IPI;121;151603;285853301
ECU;IPI;14;672;12679162
ECU;IPI;10;81;1526089
ECU;IPI;2;300;565218
ECU;IPI;50;964;18188559
ECU;IPI;3238;50639;95413021
ECU;IPI;6;7686;14480885
ECU;IPI;20;854;16113101
ECU;IPI;12;562;1058842
ECU;IPI;19;4542;8557401
ECU;IPI;41;2268;4273048
ECU;IPI;2157;9702;182964197
ECU;IPI;4710;16485;3105197025
ECU;IPI;775;2060414;3878399689
ECU;IPI;1615026;10977586;20649451739
ECU;IPI;25347;1489152;2800551494
ECU;IPI;70296;760052;1429643092
ECU;IPI;1324;25528;48079946
ECU;IPI;6105;142345;267534581
ECU;IPI;2606;341758;643432979
ECU;IPI;105644;470544;8889376085
ECU;IPI;360;8406;158022713
ECU;IPI;109392;191436;3618044682
ECU;IPI;32;416;78792896
ECU;IPI;200;1598435;3017451358
ECU;IPI;92;67985;128615248
ECU;IPI;689;5606259;1058099441
ECU;IPI;46388;8165484;1535854051
ECU;IPI;55772;4932668;9277904568
ECU;IPI;20;19758;37142669
ECU;IPI;20;3852;72412978
ECU;IPI;5500;310897;584449052
ECU;IPI;4272;15360;288749568
ECU;IPI;801;111216;2090727341
ECU;IPI;2839;4666452;8772369786
ECU;IPI;102;280133;5282860167
